datetime,count
2011-01-20 00:00:00,5.124661124566799
2011-01-20 01:00:00,6.235952354721917
2011-01-20 02:00:00,6.235952354721917
2011-01-20 03:00:00,10.126265272389631
2011-01-20 04:00:00,10.126265272389631
2011-01-20 05:00:00,8.055471670155349
2011-01-20 06:00:00,7.292127399040879
2011-01-20 07:00:00,6.6213710736556095
2011-01-20 08:00:00,5.7506552785944365
2011-01-20 09:00:00,13.875612246808672
2011-01-20 10:00:00,8.827257731429377
2011-01-20 11:00:00,15.462357675328548
2011-01-20 12:00:00,18.356567143662474
2011-01-20 13:00:00,12.895474491293555
2011-01-20 14:00:00,16.335526100244984
2011-01-20 15:00:00,21.48468472925888
2011-01-20 16:00:00,18.710196209210864
2011-01-20 17:00:00,16.742613400983032
2011-01-20 18:00:00,13.954610166492635
2011-01-20 19:00:00,7.669663960418802
2011-01-20 20:00:00,10.175051601422304
2011-01-20 21:00:00,10.214920737823554
2011-01-20 22:00:00,6.9335245752649115
2011-01-20 23:00:00,5.763297947010585
2011-01-21 00:00:00,9.712862706761918
2011-01-21 01:00:00,9.712862706761918
2011-01-21 02:00:00,1.4275893995608016
2011-01-21 03:00:00,0.16718787962224724
2011-01-21 04:00:00,8.43825238448597
2011-01-21 05:00:00,3.8027629203173205
2011-01-21 06:00:00,6.117994305833889
2011-01-21 07:00:00,5.266152475415197
2011-01-21 08:00:00,7.323943050670692
2011-01-21 09:00:00,5.1371985876129145
2011-01-21 10:00:00,5.710118718056094
2011-01-21 11:00:00,8.593176680456516
2011-01-21 12:00:00,0.0
2011-01-21 13:00:00,0.0
2011-01-21 14:00:00,3.947731159341032
2011-01-21 15:00:00,2.3659187671934063
2011-01-21 16:00:00,2.655730805658152
2011-01-21 17:00:00,0.0
2011-01-21 18:00:00,6.095351455752947
2011-01-21 19:00:00,1.7444222858822371
2011-01-21 20:00:00,7.606083927208147
2011-01-21 21:00:00,2.6914664445070287
2011-01-21 22:00:00,5.249680309711451
2011-01-21 23:00:00,3.4145413764770893
2011-01-22 00:00:00,11.846730185071813
2011-01-22 01:00:00,6.648839071348618
2011-01-22 02:00:00,4.2849897467616245
2011-01-22 03:00:00,10.151508066894998
