row_id,congestion
848835,44.416802068000614
848836,44.416802068000614
848837,44.416802068000614
848838,44.416802068000614
848839,44.416802068000614
848840,44.416802068000614
848841,44.416802068000614
848842,44.416802068000614
848843,44.416802068000614
848844,44.416802068000614
848845,44.416802068000614
848846,44.416802068000614
848847,44.416802068000614
848848,44.416802068000614
848849,44.416802068000614
848850,44.416802068000614
848851,44.416802068000614
848852,44.416802068000614
848853,44.416802068000614
848854,44.416802068000614
848855,44.416802068000614
848856,44.416802068000614
848857,44.416802068000614
848858,44.416802068000614
848859,44.416802068000614
848860,44.416802068000614
848861,44.416802068000614
848862,44.416802068000614
848863,44.416802068000614
848864,44.416802068000614
848865,44.416802068000614
848866,44.416802068000614
848867,44.416802068000614
848868,44.416802068000614
848869,44.416802068000614
848870,44.416802068000614
848871,44.416802068000614
848872,44.416802068000614
848873,44.416802068000614
848874,44.416802068000614
848875,44.416802068000614
848876,44.416802068000614
848877,44.416802068000614
848878,44.416802068000614
848879,44.416802068000614
848880,44.416802068000614
848881,44.416802068000614
848882,44.416802068000614
848883,44.416802068000614
848884,44.416802068000614
848885,44.416802068000614
848886,44.416802068000614
848887,44.416802068000614
848888,44.416802068000614
848889,44.416802068000614
848890,44.416802068000614
848891,44.416802068000614
848892,44.416802068000614
848893,44.416802068000614
848894,44.416802068000614
848895,44.416802068000614
848896,44.416802068000614
848897,44.416802068000614
848898,44.416802068000614
848899,44.416802068000614
848900,44.416802068000614
848901,44.416802068000614
848902,44.416802068000614
848903,44.416802068000614
848904,44.416802068000614
848905,44.416802068000614
848906,44.416802068000614
848907,44.416802068000614
848908,44.416802068000614
848909,44.416802068000614
848910,44.416802068000614
848911,44.416802068000614
848912,44.416802068000614
848913,44.416802068000614
848914,44.416802068000614
848915,44.416802068000614
848916,44.416802068000614
848917,44.416802068000614
848918,44.416802068000614
848919,44.416802068000614
848920,44.416802068000614
848921,44.416802068000614
848922,44.416802068000614
848923,44.416802068000614
848924,44.416802068000614
848925,44.416802068000614
848926,44.416802068000614
848927,44.416802068000614
848928,44.416802068000614
848929,44.416802068000614
848930,44.416802068000614
848931,44.416802068000614
848932,44.416802068000614
848933,44.416802068000614
848934,44.416802068000614
848935,44.416802068000614
848936,44.416802068000614
848937,44.416802068000614
848938,44.416802068000614
848939,44.416802068000614
848940,44.416802068000614
848941,44.416802068000614
848942,44.416802068000614
848943,44.416802068000614
848944,44.416802068000614
848945,44.416802068000614
848946,44.416802068000614
848947,44.416802068000614
848948,44.416802068000614
848949,44.416802068000614
848950,44.416802068000614
848951,44.416802068000614
848952,44.416802068000614
848953,44.416802068000614
848954,44.416802068000614
848955,44.416802068000614
848956,44.416802068000614
848957,44.416802068000614
848958,44.416802068000614
848959,44.416802068000614
848960,44.416802068000614
848961,44.416802068000614
848962,44.416802068000614
848963,44.416802068000614
848964,44.416802068000614
848965,44.416802068000614
848966,44.416802068000614
848967,44.416802068000614
848968,44.416802068000614
848969,44.416802068000614
848970,44.416802068000614
848971,44.416802068000614
848972,44.416802068000614
848973,44.416802068000614
848974,44.416802068000614
848975,44.416802068000614
848976,44.416802068000614
848977,44.416802068000614
848978,44.416802068000614
848979,44.416802068000614
848980,44.416802068000614
848981,44.416802068000614
848982,44.416802068000614
848983,44.416802068000614
848984,44.416802068000614
848985,44.416802068000614
848986,44.416802068000614
848987,44.416802068000614
848988,44.416802068000614
848989,44.416802068000614
848990,44.416802068000614
848991,44.416802068000614
848992,44.416802068000614
848993,44.416802068000614
848994,44.416802068000614
848995,44.416802068000614
848996,44.416802068000614
848997,44.416802068000614
848998,44.416802068000614
848999,44.416802068000614
849000,44.416802068000614
849001,44.416802068000614
849002,44.416802068000614
849003,44.416802068000614
849004,44.416802068000614
849005,44.416802068000614
849006,44.416802068000614
849007,44.416802068000614
849008,44.416802068000614
849009,44.416802068000614
849010,44.416802068000614
849011,44.416802068000614
